,teacher_id,meditation_id,med_list_batch_id,med_list_scrape_date,med_list_scrape_status,med_detail_batch_id,med_detail_scrape_date,med_detail_scrape_status,title,upload_date,duration,plays,rating,reviews,track_type,activity,suitable_for,topics,description,meditation_url,image_url
9363,nisabho_bhikkhu,/guided-meditations/y2j0t4c6x5e5t4q7t3n5k7c2u0m6p5e8e6s7f6g7,5,2022-12-13 13:26:06.607193,meditation found,63,2022-12-16 22:51:54.866953,title found,Wind Touching Water: Mindfulness Of Breathing (Part 2),2021-03-15T11:57:27.000Z,PT48M12S,195,4.75,4,guided,Meditation,Everyone,"Awakening,Spiritual,Concentration,Traditional Buddhism,Buddhism,Breathing Meditation,Religion","A detailed overview of breath meditation as described in the Ānāpānasati, or ""Mindfulness of Breathing"" sutta. New scholarship shows the teaching to be an invitation to explore the subtle energies of the body in an engaged manner that works with, rather than against, the thinking mind.",https://insighttimer.com/nisabho_bhikkhu/guided-meditations/wind-touching-water-mindfulness-of-breathing-part-2,https://libraryitems.insighttimer.com/y2j0t4c6x5e5t4q7t3n5k7c2u0m6p5e8e6s7f6g7/pictures/tiny_rectangle_medium.jpeg
9364,nisabho_bhikkhu,/guided-meditations/n3m1e3t1y6r4t3w5x1h4b5s2x4d2l2l5z8b2s6v0,5,2022-12-13 13:26:06.610183,meditation found,63,2022-12-16 22:51:59.952873,title found,Mourning & Daybreak,2021-03-15T10:35:39.000Z,PT35M45S,187,4.8,10,guided,Meditation,Everyone,"Awakening,Mindfulness,Spiritual,Traditional Buddhism,Insight Meditation,Buddhism,Religion","The path of practice and meditation allows us to approach and deal with the great loss inherent in life. Along with the First Noble Truth's directive to turn towards and comprehend our pain, the Buddhist path provides numerous other resources, such as the joy of samadhi.",https://insighttimer.com/nisabho_bhikkhu/guided-meditations/mourning-and-daybreak,https://libraryitems.insighttimer.com/n3m1e3t1y6r4t3w5x1h4b5s2x4d2l2l5z8b2s6v0/pictures/tiny_rectangle_medium.jpeg
9365,nisabho_bhikkhu,/guided-meditations/r8m6m8y7a7y3x2j3c3d2j5j3f0a0b0r3z0a9u8j3,5,2022-12-13 13:26:06.614182,meditation found,63,2022-12-16 22:52:02.671588,title found,Dependent Origination & Ignorance,2021-04-20T11:32:06.000Z,PT32M51S,165,4.71,7,guided,Meditation,Everyone,"Contemplation,Self-Observation,Traditional Buddhism,Buddhism,Religion",Our ignorance of the true nature of our experience leads us to grasp suffering time and again. Only through practice can we begin to see clearly and abandon the cause of stress. The Buddha's concept of Dependent Origination provides a framework through which we can develop such wisdom.,https://insighttimer.com/nisabho_bhikkhu/guided-meditations/dependent-origination-and-ignorance,https://libraryitems.insighttimer.com/r8m6m8y7a7y3x2j3c3d2j5j3f0a0b0r3z0a9u8j3/pictures/tiny_rectangle_medium.jpeg
9366,nisabho_bhikkhu,/guided-meditations/f3f4c9g8f0c4a6z3g7d8k9e5h9d4w1v8k7u3v3e5,5,2022-12-13 13:26:06.616768,meditation found,63,2022-12-16 22:52:05.432668,title found,Wind Touching Water: Mindfulness Of Breathing (Part 1),2021-03-15T11:52:52.000Z,PT46M11S,156,4.86,7,guided,Meditation,Everyone,"Awakening,Spiritual,Concentration,Traditional Buddhism,Buddhism,Breathing Meditation,Religion","A detailed overview of breath meditation as described in the Ānāpānasati, or ""Mindfulness of Breathing"" sutta. New scholarship shows the teaching to be an invitation to explore the subtle energies of the body in an engaged manner that works with, rather than against, the thinking mind.",https://insighttimer.com/nisabho_bhikkhu/guided-meditations/wind-touching-water-breath-meditation-part-1,https://libraryitems.insighttimer.com/f3f4c9g8f0c4a6z3g7d8k9e5h9d4w1v8k7u3v3e5/pictures/tiny_rectangle_medium.jpeg
9367,nisabho_bhikkhu,/guided-meditations/c6z6n9y4t5k0j1x7d6z5w5e8v0u7r4d4g7y5a1h1,5,2022-12-13 13:26:06.619777,meditation found,63,2022-12-16 22:52:10.698568,title found,Mindfulness Of Breathing (Part 1),2021-04-28T08:08:36.000Z,PT59M19S,133,4.91,11,guided,Meditation,Everyone,"Performance,Concentration,Traditional Buddhism,Buddhism,Workplace,Breathing Meditation,Religion","A detailed overview of breath meditation as described in the Ānāpānasati, or ""Mindfulness of Breathing"" sutta given during a daylong retreat at Empty Cloud Monastery. New scholarship by Bhante Analayo and others points to an interpretation of the teaching as an invitation to explore the subtle energies of the body in an engaged manner that works with, rather than against, the thinking mind.",https://insighttimer.com/nisabho_bhikkhu/guided-meditations/mindfulness-of-breathing-part-1,https://libraryitems.insighttimer.com/c6z6n9y4t5k0j1x7d6z5w5e8v0u7r4d4g7y5a1h1/pictures/tiny_rectangle_medium.jpeg
9368,nisabho_bhikkhu,/guided-meditations/b6v3f8z6z5x6z2h9m9w3t6w7v3n5s7h9f2p3r6w5,5,2022-12-13 13:26:06.621795,meditation found,63,2022-12-16 22:52:13.768410,title found,"Pain, Pleasure & Beyond",2021-05-25T14:31:45.000Z,PT58M59S,121,4.8,5,guided,Meditation,Everyone,"Awakening,Spiritual,Concentration,Traditional Buddhism,Buddhism,Breathing Meditation,Religion","Moving towards the more refined forms of happiness praised by the Buddha allows us to cultivate a sense of well-being that is more robust, stable, and sweet than all we’ve known before. This is the fruit of the Buddhist path.
",https://insighttimer.com/nisabho_bhikkhu/guided-meditations/pain-pleasure-and-beyond,https://libraryitems.insighttimer.com/b6v3f8z6z5x6z2h9m9w3t6w7v3n5s7h9f2p3r6w5/pictures/tiny_rectangle_medium.jpeg
9369,nisabho_bhikkhu,/guided-meditations/u9z7a8z3h7h6a5v8g7u5a6w2h1u8x7e8v4r5x9k0,5,2022-12-13 13:26:06.624785,meditation found,63,2022-12-16 22:52:16.337722,title found,Purity Of Purpose & The Eight Thoughts Of A Great Being,2021-04-20T11:09:09.000Z,PT50M21S,114,4.67,3,guided,Meditation,Everyone,"Contemplation,Awakening,Spiritual,Self-Observation,Traditional Buddhism,Buddhism,Religion","In ""The Eight Thoughts of a Great Being"", the Buddha elaborates on the qualities that characterize the pure heart, such as humility, mindfulness, and wisdom. Recollecting these traits can bring us closer to awakening.",https://insighttimer.com/nisabho_bhikkhu/guided-meditations/purity-of-purpose-and-the-eight-thoughts-of-a-great-being,https://libraryitems.insighttimer.com/u9z7a8z3h7h6a5v8g7u5a6w2h1u8x7e8v4r5x9k0/pictures/tiny_rectangle_medium.jpeg
9370,nisabho_bhikkhu,/guided-meditations/c8c9c0s3t0a5w5v6a2w6q8r5y4f8w3p8v2w2x0x9,5,2022-12-13 13:26:06.627630,meditation found,63,2022-12-16 22:52:18.644638,title not found,,,,,,,,,,,,,
9371,nisabho_bhikkhu,/guided-meditations/v8y8a3x3m4g6p5s9m8y2m2d1z1l2m9x7x8k2a5d7,5,2022-12-13 13:26:06.631641,meditation found,63,2022-12-16 22:52:21.181438,title found,Wind Touching Water: Mindfulness Of Breathing (Part 4),2021-03-20T00:45:18.000Z,PT46M43S,79,5,5,guided,Meditation,Everyone,"Awakening,Spiritual,Concentration,Traditional Buddhism,Buddhism,Breathing Meditation,Religion","A detailed overview of breath meditation as described in the Ānāpānasati, or ""Mindfulness of Breathing"" sutta. New scholarship shows the teaching to be an invitation to explore the subtle energies of the body in an engaged manner that works with, rather than against, the thinking mind.",https://insighttimer.com/nisabho_bhikkhu/guided-meditations/wind-touching-water-mindfulness-of-breathing-part-4,https://libraryitems.insighttimer.com/v8y8a3x3m4g6p5s9m8y2m2d1z1l2m9x7x8k2a5d7/pictures/tiny_rectangle_medium.jpeg
9372,nisabho_bhikkhu,/guided-meditations/s2q1y4h8w2r6x4f5y7s6m7k1b6k4a4q5x4q2w7f5,5,2022-12-13 13:26:06.634647,meditation found,63,2022-12-16 22:52:30.464243,title found,The Drum Of The Deathless & Specific Conditionality,2021-04-20T11:23:01.000Z,PT41M44S,71,4.75,4,guided,Meditation,,"Contemplation,Awakening,Spiritual,Self-Observation,Traditional Buddhism,Buddhism,Religion","In numerous discourses, the Buddha points to the ""stability"" of the natural processes that lead to phenomena arising. As we practice, we begin to see the world as a process rather than a collection of stable entities and begin to find refuge in the natural rule governing experience.",https://insighttimer.com/nisabho_bhikkhu/guided-meditations/the-drum-of-the-deathless-and-specific-conditionality,https://libraryitems.insighttimer.com/s2q1y4h8w2r6x4f5y7s6m7k1b6k4a4q5x4q2w7f5/pictures/tiny_rectangle_medium.jpeg
9373,nisabho_bhikkhu,/guided-meditations/a6b4z1j2p9s7g4m2z5x0n1v6n1x0x3m4w4k4t7d9,5,2022-12-13 13:26:06.637165,meditation found,63,2022-12-16 22:52:32.932642,title found,Choosing A Teacher And The Patron Saints Of Buddhism Q & A,2021-09-17T11:04:11.000Z,PT41M50S,63,5,5,talks,Meditation,Everyone,"Contemplation,Awakening,Lectures,Spiritual,Self-Observation,Traditional Buddhism,Buddhism,Religion","In this Q&A session, Tan Nisabho speaks about the considerations we should take into account when selecting a teacher and the different roles of teachers in our lives as exemplified by the great disciples of the Buddha.",https://insighttimer.com/nisabho_bhikkhu/guided-meditations/choosing-a-teacher-and-the-patron-saints-of-buddhism-q-and-a,https://libraryitems.insighttimer.com/a6b4z1j2p9s7g4m2z5x0n1v6n1x0x3m4w4k4t7d9/pictures/tiny_rectangle_medium.jpeg
9374,nisabho_bhikkhu,/guided-meditations/t9x7h0w1w6j7h0s8m1u8y5b6k8q5y9e7l6b7s2k4,5,2022-12-13 13:26:06.639699,meditation found,63,2022-12-16 22:52:36.090362,title found,Wind Touching Water: Mindfulness Of Breathing (Part 3),2021-03-15T12:00:12.000Z,PT50M9S,57,5,3,guided,Meditation,Everyone,"Awakening,Spiritual,Concentration,Traditional Buddhism,Buddhism,Breathing Meditation,Religion","A detailed overview of breath meditation as described in the Ānāpānasati, or ""Mindfulness of Breathing"" sutta. New scholarship shows the teaching to be an invitation to explore the subtle energies of the body in an engaged manner that works with, rather than against, the thinking mind.",https://insighttimer.com/nisabho_bhikkhu/guided-meditations/wind-touching-water-mindfulness-of-breathing-part-3,https://libraryitems.insighttimer.com/t9x7h0w1w6j7h0s8m1u8y5b6k8q5y9e7l6b7s2k4/pictures/tiny_rectangle_medium.jpeg
9375,nisabho_bhikkhu,/guided-meditations/m7x5l7z8p9t7w6y8w7d7n6q8e0w5h6j0f3j5d5p6,5,2022-12-13 13:26:06.642691,meditation found,63,2022-12-16 22:52:41.014887,title found,Eight Thoughts Of A Great Being (Part 1),2021-09-26T02:06:41.000Z,PT47M4S,54,4.2,5,guided,Meditation,Everyone,"Contemplation,Awakening,Spiritual,Self-Observation,Traditional Buddhism,Buddhism,Religion","In this talk, Ven. Nisabho speaks about the first four of the eight thoughts of a great being described by the Buddha in AN 8:30. From developing humility to fostering energy, specific practices can help us shape ourselves into better vessels of meaning, purpose, and compassion.",https://insighttimer.com/nisabho_bhikkhu/guided-meditations/eight-thoughts-of-a-great-being-part-1,https://libraryitems.insighttimer.com/m7x5l7z8p9t7w6y8w7d7n6q8e0w5h6j0f3j5d5p6/pictures/tiny_rectangle_medium.jpeg
9376,nisabho_bhikkhu,/guided-meditations/r5c8m4g9g6r1y6j9g9l5y3b9u6a1g9t4h1w6p8r6,5,2022-12-13 13:26:06.647750,meditation found,63,2022-12-16 22:53:06.508477,title found,Mindfulness Of Breathing (Part 3),2021-05-19T19:05:25.000Z,PT1H15M47S,46,4,2,guided,Meditation,Everyone,"Awakening,Spiritual,Concentration,Traditional Buddhism,Buddhism,Breathing Meditation,Religion","A detailed overview of breath meditation as described in the Ānāpānasati, or ""Mindfulness of Breathing"" sutta given during a daylong retreat at Empty Cloud Monastery. New scholarship by Bhante Analayo and others points to an interpretation of the teaching as an invitation to explore the subtle energies of the body in an engaged manner that works with, rather than against, the thinking mind.",https://insighttimer.com/nisabho_bhikkhu/guided-meditations/mindfulness-of-breathing-part-3,https://libraryitems.insighttimer.com/r5c8m4g9g6r1y6j9g9l5y3b9u6a1g9t4h1w6p8r6/pictures/tiny_rectangle_medium.jpeg
9377,nisabho_bhikkhu,/guided-meditations/s4v3p9s9v2w4t2c4x4x6q4g0w6d2z3x5m0s7f1t2,5,2022-12-13 13:26:06.650756,meditation found,63,2022-12-16 22:53:09.087301,title found,Mindfulness Of Breathing (Part 2),2021-05-11T11:28:55.000Z,PT1H1M,46,5,2,guided,Meditation,Everyone,"Awakening,Spiritual,Concentration,Traditional Buddhism,Buddhism,Breathing Meditation,Religion","A detailed overview of breath meditation as described in the Ānāpānasati, or ""Mindfulness of Breathing"" sutta given during a daylong retreat at Empty Cloud Monastery. New scholarship by Bhante Analayo and others points to an interpretation of the teaching as an invitation to explore the subtle energies of the body in an engaged manner that works with, rather than against, the thinking mind.",https://insighttimer.com/nisabho_bhikkhu/guided-meditations/mindfulness-of-breathing-part-2,https://libraryitems.insighttimer.com/s4v3p9s9v2w4t2c4x4x6q4g0w6d2z3x5m0s7f1t2/pictures/tiny_rectangle_medium.jpeg
9378,nisabho_bhikkhu,/guided-meditations/a8a7j7m6p7h9v2a8d6x5m0v8m3g4e9n5c9s1d6n4,5,2022-12-13 13:26:06.653750,meditation found,63,2022-12-16 22:53:14.108936,title found,"The Triple Gem, The Gulag, & A Canopy Of Meaning",2021-03-15T10:44:52.000Z,PT45M59S,46,4.5,2,guided,Meditation,Everyone,"Awakening,Mindfulness,Spiritual,Traditional Buddhism,Insight Meditation,Buddhism,Religion","The ""Triple Gem"" of Buddhism - the Buddha, the Dhamma, and the Sangha - can also be thought about as undeluded awareness, truth, and its manifestation in the world. Such a conception allows one to find refuge even in the most difficult of circumstances.",https://insighttimer.com/nisabho_bhikkhu/guided-meditations/the-triple-gem-the-gulag-and-a-canopy-of-meaning,https://libraryitems.insighttimer.com/a8a7j7m6p7h9v2a8d6x5m0v8m3g4e9n5c9s1d6n4/pictures/tiny_rectangle_medium.jpeg
9379,nisabho_bhikkhu,/guided-meditations/f3a3t3k3q2a5w0j3d8c6w1b0p4x7k4n3a5k6p7z0,5,2022-12-13 13:26:06.656867,meditation found,63,2022-12-16 22:53:17.176122,title found,The Bird Of The Breath,2022-10-22T09:29:09.000Z,PT55M28S,9,,0,talks,Meditation,Everyone,"Contemplation,Awakening,Lectures,Spiritual,Self-Observation,Traditional Buddhism,Buddhism,Religion","In this talk, Ajahn Nisabho describes the practical steps of breath meditation outlined in the Anapanasati Sutta, or Discourse on Mindfulness of Breathing. The steps provide practical guidance in how to bring the mind to calm and a state of peace. ",https://insighttimer.com/nisabho_bhikkhu/guided-meditations/the-bird-of-the-breath,https://libraryitems.insighttimer.com/f3a3t3k3q2a5w0j3d8c6w1b0p4x7k4n3a5k6p7z0/pictures/tiny_rectangle_medium.jpeg
9380,nisabho_bhikkhu,/guided-meditations/y6f0w3c8j1z4q9x6s1k0l4n4x3r9m3n7q2n0f0n5,5,2022-12-13 13:26:06.659059,meditation found,63,2022-12-16 22:53:19.696772,title found,"Breathing, Music, & The Final Tetrads",2022-10-22T09:26:06.000Z,PT41M16S,6,5,1,talks,Meditation,Everyone,"Contemplation,Awakening,Lectures,Spiritual,Self-Observation,Traditional Buddhism,Buddhism,Religion","In this talk, Ajahn Nisabho speaks about the practice of ānāpānasati, or mindfulness of breathing, as outlined in the Buddha's original teaching, using the analogy of music to deepen understanding.",https://insighttimer.com/nisabho_bhikkhu/guided-meditations/breathing-music-and-the-final-tetrads,https://libraryitems.insighttimer.com/y6f0w3c8j1z4q9x6s1k0l4n4x3r9m3n7q2n0f0n5/pictures/tiny_rectangle_medium.jpeg
9381,theheartpractice,/guided-meditations/u1q6x5c2d5m7c4j7u8b2y9e8x2l3n6f4g0z0l8u3,5,2022-12-13 13:26:13.602970,meditation found,63,2022-12-16 22:53:22.074205,title found,Concentration Meditation,2015-12-30T17:19:22.000Z,PT11M,3k,4.1,219,guided,Meditation,Beginners,"Secular,Health & Happiness,Concentration Meditation,Concentration,Presence,Secular Mindfulness",Basic instructions for meditation. Suitable for those new to the practice.,https://insighttimer.com/theheartpractice/guided-meditations/concentration-meditation,https://libraryitems.insighttimer.com/u1q6x5c2d5m7c4j7u8b2y9e8x2l3n6f4g0z0l8u3/pictures/tiny_rectangle_medium.jpeg
9382,theheartpractice,/guided-meditations/n6j7v2r7m5h5f9f2n6z2g3w2d7q8e6g6v4j8x3e3,5,2022-12-13 13:26:13.604979,meditation found,63,2022-12-16 22:53:28.938086,title found,Metta for The New Year,2016-01-01T16:47:04.000Z,PT27M16S,2k,4.47,111,guided,Meditation,Everyone,"Relationships,Visualization,Compassion,Buddhism,Contemporary Buddhism,Loving-Kindness (Metta),Spirituality","Metta Meditation for the New Year. Please note this was recorded live in class, so there is occasional background noise.",https://insighttimer.com/theheartpractice/guided-meditations/metta-for-the-new-year,https://libraryitems.insighttimer.com/n6j7v2r7m5h5f9f2n6z2g3w2d7q8e6g6v4j8x3e3/pictures/tiny_rectangle_medium.jpeg
9383,anacaner,/guided-meditations/v5w4s5u8h7c7r9f6k1a1j8b0y7w5e3c1b2k2a1m8,5,2022-12-13 13:26:36.803973,meditation found,63,2022-12-16 22:53:32.438337,title found,3 Minutos de Pausa,2018-08-03T16:14:42.000Z,PT3M39S,4k,4.6,265,guided,Meditation,Everyone,"Stress,MBSR,Secular,Stress & Anxiety,Mindfulness,Mindfulness Meditation,Secular Mindfulness","Esta breve prática de meditação mindfulness pode ser utilizada a qualquer momento do dia, em especial em momentos de maior estresse e proporciona uma mudança no estado mental que pode ser experienciada de imediato.",https://insighttimer.com/anacaner/guided-meditations/3-minutos-de-pausa,https://libraryitems.insighttimer.com/v5w4s5u8h7c7r9f6k1a1j8b0y7w5e3c1b2k2a1m8/pictures/tiny_rectangle_medium.jpeg
9384,anacaner,/guided-meditations/d6l2b9f6x0r8u5a7z6e8d8c9g9n8f9d9p9k7f2a0,5,2022-12-13 13:26:36.805480,meditation found,63,2022-12-16 22:53:35.172777,title not found,,,,,,,,,,,,,
9385,anacaner,/guided-meditations/v8v1j2r6f9k3w4v7d1h1a4c6r7y6r9h3k6z3s2m4,5,2022-12-13 13:26:36.807092,meditation found,63,2022-12-16 22:53:37.655975,title found,Autocompaixão,2021-07-08T00:31:46.000Z,PT11M7S,1k,4.61,235,guided,Meditation,Everyone,"MBSR,Visualization,Self-Compassion,Mindfulness,Grounded,Secular,Health & Happiness,Recovery & Healing,Healing,Presence,Secular Mindfulness","Meditação mindfulness para cultivar amor-próprio, auto-aceitação, a base para o desenvolvimento de relações mais saudáveis e felizes consigo e com o mundo. Pode ser praticada a qualquer momento do dia. ",https://insighttimer.com/anacaner/guided-meditations/autocompaixao-2,https://libraryitems.insighttimer.com/v8v1j2r6f9k3w4v7d1h1a4c6r7y6r9h3k6z3s2m4/pictures/tiny_rectangle_medium.jpeg
9386,anacaner,/guided-meditations/c1y9x2n5m7w9k5e2j1q1d3y5u0d8y2w2a9f6k2y5,5,2022-12-13 13:26:36.809005,meditation found,63,2022-12-16 22:53:42.725902,title not found,,,,,,,,,,,,,
9387,antje_firla,/guided-meditations/s8p0q8c0u4u9x3k8w5p7f7w4k8f3x1e6t2u2v3r9,5,2022-12-13 13:26:43.740419,meditation found,63,2022-12-16 22:53:44.825584,title found,DNA Activation,2021-10-08T12:07:52.000Z,PT26M31S,2k,4.87,187,guided,Meditation,Everyone,"Visualization,Neuroscience,Awakening,Spiritual,Spirituality,Science,Spirituality","DNA is the ‘blueprint of life‘ and is located in every cell of our bodies. Our DNA contains large amounts of data, though the majority of it is considered 'junk'. But what if this data isn’t junk, but actually dormant and encoded with information that can unlock the full divine potential of humanity? It is now proven that we have 12 strands of DNA. This Energy Healing track helps you to activate your 10 dormant strands of physical DNA. From there, you can then activate your spiritual DNA.",https://insighttimer.com/antje_firla/guided-meditations/dna-activation,https://libraryitems.insighttimer.com/s8p0q8c0u4u9x3k8w5p7f7w4k8f3x1e6t2u2v3r9/pictures/tiny_rectangle_medium.jpeg
9388,antje_firla,/guided-meditations/w6r2w5u4t0q4k2u4e8e3r2n0y3y6n7q4p7b8e7t8,5,2022-12-13 13:26:43.742428,meditation found,63,2022-12-16 22:53:49.715612,title found,Clear Confusion & Overwhelm & Shift To Higher Frequencies,2021-11-25T01:51:57.000Z,PT21M32S,365,4.74,34,guided,Meditation,Everyone,"Visualization,Stress & Anxiety,Energy-Based,Spirituality,Fear","In a fast-paced world where confusion and overwhelm become a state of being that leads to stress, fear, worry, anxiety, and emotional and physical pain it is more important than ever to slow down on all levels and find back to our centre of peace and joy. Fear can create energy blocks that hold us back from living fully and joyously and this energy healing track with three powerful Sacred Soul Alignments will help you to release anxiety, overwhelm, and confusion. Blessings, Antje",https://insighttimer.com/antje_firla/guided-meditations/clear-confusion-and-overwhelm-and-shift-to-higher-frequencies,https://libraryitems.insighttimer.com/w6r2w5u4t0q4k2u4e8e3r2n0y3y6n7q4p7b8e7t8/pictures/tiny_rectangle_medium.jpeg
9389,praktijkpaz,/guided-meditations/p2l0z5w3r3e4a4x0a7m8q0d4q5b8t0p3g4d8h6u0,5,2022-12-13 13:27:08.744836,meditation found,63,2022-12-16 22:53:52.612724,title found,De bodyscan,2019-12-13T14:03:20.000Z,PT25M36S,2k,4.34,32,guided,Meditation,Everyone,"Stress,MBSR,Mindfulness,Buddhism,Mindfulness Meditation,Secular,Stress & Anxiety,Depression,Recovery & Healing,Pain,Secular Mindfulness",Dit is de bodyscan zoals deze gebruikt wordt in de Mindfulness Based Stress Reduction bij de training van Praktijk PAZ. Het is een lichaamsverkenning waarbij je met de aandacht door het gehele lichaam wordt geleid. ,https://insighttimer.com/praktijkpaz/guided-meditations/de-bodyscan-2,https://libraryitems.insighttimer.com/p2l0z5w3r3e4a4x0a7m8q0d4q5b8t0p3g4d8h6u0/pictures/tiny_rectangle_medium.jpeg
9390,praktijkpaz,/guided-meditations/p2f8a9q5t7a7y1m0k0f4n4a9w4s6e8u8r7m2k3z3,5,2022-12-13 13:27:08.746773,meditation found,63,2022-12-16 22:53:54.817116,title found,De 3 minuten ademruimte,2019-12-28T22:28:53.000Z,PT3M22S,732,4.06,16,guided,Meditation,Everyone,"Stress,MBSR,Mindfulness,Buddhism,Mindfulness Meditation,Secular,Stress & Anxiety,Recovery & Healing,Depression,Pain,Secular Mindfulness","De 3 minuten ademruimte is een korte oefening die je in het dagelijks leven makkelijk kunt gebruiken. Het is een oefening uit de 8 weekse Mindfulness Based Stress Reduction training. De aandacht volgt een soort zandlopervorm, van brede aandacht, naar smal en vervolgens weer breed.",https://insighttimer.com/praktijkpaz/guided-meditations/de-3-minuten-ademruimte-2,https://libraryitems.insighttimer.com/p2f8a9q5t7a7y1m0k0f4n4a9w4s6e8u8r7m2k3z3/pictures/tiny_rectangle_medium.jpeg
9391,praktijkpaz,/guided-meditations/z8x6b2u3z8a8b3v7l3d8a6n1q0p8f6r2j9d7v2k4,5,2022-12-13 13:27:08.747388,meditation found,63,2022-12-16 22:53:57.544675,title found,De ademmeditatie,2019-12-28T22:34:17.000Z,PT15M24S,459,4.08,13,guided,Meditation,Everyone,"Stress,MBSR,Mindfulness,Buddhism,Mindfulness Meditation,Secular,Stress & Anxiety,Depression,Recovery & Healing,Pain,Secular Mindfulness","Dit is de ademmeditatie van 15 minuten. Een oefening die gebruikt wordt in de 8 weekse Mindfulness Based Stress Reduction training. Hierbij richt je de aandacht op de adem en telkens als je afgeleid wordt, keer je weer terug naar de adembeweging. Het is niet zozeer een concentratieoefening als wel een terugkeeroefening. ",https://insighttimer.com/praktijkpaz/guided-meditations/de-ademmeditatie,https://libraryitems.insighttimer.com/z8x6b2u3z8a8b3v7l3d8a6n1q0p8f6r2j9d7v2k4/pictures/tiny_rectangle_medium.jpeg
9392,praktijkpaz,/guided-meditations/p0e3m9l9d1m4r7k6z6k7n2a8v3l2d6b8m6y1x4k9,5,2022-12-13 13:27:08.748437,meditation found,63,2022-12-16 22:54:00.195517,title found,De zitmeditatie,2020-01-06T21:35:06.000Z,PT30M41S,335,4.5,12,guided,Meditation,Everyone,"Stress,MBSR,Mindfulness,Buddhism,Mindfulness Meditation,Secular,Stress & Anxiety,Depression,Recovery & Healing,Pain,Secular Mindfulness","Dit is de zitmeditatie. Ook wel de koningin van de mindfulness. Hij wordt gebruikt in de 8 weekse MBSR. In deze meditatie komt alles samen. Hierbij ga je meerdere richtpunten bij langs. Je begint met de adem, dan het lichaam, vervolgens geluid, daarna gedachten en gevoelens en we eindigen met open aandacht.",https://insighttimer.com/praktijkpaz/guided-meditations/de-zitmeditatie-2,https://libraryitems.insighttimer.com/p0e3m9l9d1m4r7k6z6k7n2a8v3l2d6b8m6y1x4k9/pictures/tiny_rectangle_medium.jpeg
9393,praktijkpaz,/guided-meditations/d4m3x9d1z1n8r9u7a9v4r7y1h4g3f0n9b5w8t6v2,5,2022-12-13 13:27:08.749496,meditation found,63,2022-12-16 22:54:08.493381,title found,Liggende mindful yoga oefeningen,2019-12-28T22:39:15.000Z,PT37M41S,292,4.4,5,guided,Meditation,Everyone,"Stress,MBSR,Mindfulness,Buddhism,Mindfulness Meditation,Secular,Stress & Anxiety,Depression,Recovery & Healing,Pain,Secular Mindfulness",Dit audiobestand bevat ingesproken mindful yoga oefeningen. De liggende serie. Hierbij worden een aantal houdingen benoemd die heel langzaam en traag met aandacht uitgevoerd kunnen worden. Zodat het een meditatief effect heeft in plaats van een sportschool-effect.,https://insighttimer.com/praktijkpaz/guided-meditations/liggende-mindful-yoga-oefeningen,https://libraryitems.insighttimer.com/d4m3x9d1z1n8r9u7a9v4r7y1h4g3f0n9b5w8t6v2/pictures/tiny_rectangle_medium.jpeg
9394,praktijkpaz,/guided-meditations/q8a2z0e6b1y8z9a7k8t4z5q0n7g0c3q2k2d9m7k8,5,2022-12-13 13:27:08.749496,meditation found,63,2022-12-16 22:54:10.813421,title found,Meditatie met de Emotie Verdriet,2022-03-12T19:56:44.000Z,PT11M53S,261,3.94,17,guided,Meditation,Everyone,"MBSR,Mindfulness,Grounded,Science,Mindfulness Meditation,Psychology,Secular,Health & Happiness,Healing,Recovery & Healing,Secular Mindfulness,Grief","Deze meditatie hoort bij de serie ""Meditatie met emotie"". In de huidige meditatie richt je je aandacht op de emotie Verdriet. Je onderzoekt het van alle kanten. En je zit met de emotie.
Zonder dat je er iets mee hoeft te doen. Laat het er maar zijn. Mocht je na het beluisteren van de emotie-meditatie nog helemaal in de emotie zitten, dan kun je eventueel nog de 3 minuten adempauze toevoegen uit de MBSR mindfulness meditatie serie.
",https://insighttimer.com/praktijkpaz/guided-meditations/meditatie-met-de-emotie-verdriet,https://libraryitems.insighttimer.com/q8a2z0e6b1y8z9a7k8t4z5q0n7g0c3q2k2d9m7k8/pictures/tiny_rectangle_medium.jpeg
9395,praktijkpaz,/guided-meditations/j8g0u1k2d2w7c5k5z2s0d3y8f9p0h6f1m4j3r1a9,5,2022-12-13 13:27:08.750527,meditation found,63,2022-12-16 22:54:13.203705,title found,Langere bodyscan,2020-04-27T11:24:12.000Z,PT37M56S,255,4.5,4,guided,Meditation,Everyone,"Stress,MBSR,Mindfulness,Buddhism,Mindfulness Meditation,Secular,Stress & Anxiety,Depression,Recovery & Healing,Pain,Secular Mindfulness","Indien je meer Deze bodyscan is wat uitgebreider dan de vorige, het neemt meer de tijd voor elk gedeelte van het lichaam. Het is de bodyscan die gebruikt wordt in de 8 weekse mindfulness training de MBSR. ",https://insighttimer.com/praktijkpaz/guided-meditations/langere-bodyscan,https://libraryitems.insighttimer.com/j8g0u1k2d2w7c5k5z2s0d3y8f9p0h6f1m4j3r1a9/pictures/tiny_rectangle_medium.jpeg
